Capacity_mAh_g,Voltage_V,Process,Cycle,C_Rate
0.0,1.2319947932445279,Discharge,3,10.0
1.0548543135678392,1.6548380277013746,Discharge,3,10.0
2.1097086271356784,2.0860171354119177,Discharge,3,10.0
3.1645629407035174,2.1027271614008303,Discharge,3,10.0
4.219417254271357,2.0824740978569345,Discharge,3,10.0
5.274271567839197,2.0813385120635917,Discharge,3,10.0
6.329125881407035,2.0736279988681585,Discharge,3,10.0
7.383980194974875,2.068811404737398,Discharge,3,10.0
8.438834508542714,2.0631968959641247,Discharge,3,10.0
9.493688822110553,2.0471222175792003,Discharge,3,10.0
10.548543135678393,2.0520123329923905,Discharge,3,10.0
11.603397449246232,2.035568928349006,Discharge,3,10.0
12.65825176281407,2.0383060264282133,Discharge,3,10.0
13.713106076381912,2.0295616766529525,Discharge,3,10.0
14.76796038994975,2.0318439649962436,Discharge,3,10.0
15.82281470351759,2.0266613416590165,Discharge,3,10.0
16.877669017085427,2.022628133355369,Discharge,3,10.0
17.932523330653265,2.0162951382997196,Discharge,3,10.0
18.987377644221105,2.005237519349164,Discharge,3,10.0
20.042231957788946,2.002545596812954,Discharge,3,10.0
21.097086271356787,2.0054911800865045,Discharge,3,10.0
22.151940584924624,2.001460946277778,Discharge,3,10.0
23.206794898492465,1.9814940107659846,Discharge,3,10.0
24.261649212060302,1.9738771252247518,Discharge,3,10.0
25.31650352562814,1.9742767132638026,Discharge,3,10.0
26.37135783919598,1.981207634049106,Discharge,3,10.0
27.426212152763824,1.9773272874760366,Discharge,3,10.0
28.48106646633166,1.957866660566205,Discharge,3,10.0
29.5359207798995,1.9611537793279905,Discharge,3,10.0
30.590775093467336,1.9664318942238805,Discharge,3,10.0
31.64562940703518,1.9518322006142925,Discharge,3,10.0
32.70048372060302,1.953595685425186,Discharge,3,10.0
33.755338034170855,1.945718154918523,Discharge,3,10.0
34.81019234773869,1.927813824793625,Discharge,3,10.0
35.86504666130653,1.9276478865739695,Discharge,3,10.0
36.91990097487437,1.9241390170679629,Discharge,3,10.0
37.97475528844221,1.9195819795191493,Discharge,3,10.0
39.029609602010055,1.9200366036267253,Discharge,3,10.0
40.08446391557789,1.6997271897521073,Discharge,3,10.0
41.139318229145736,1.4609788921727083,Discharge,3,10.0
42.194172542713574,1.2564540523645278,Discharge,3,10.0
43.24902685628141,1.0357798013175175,Discharge,3,10.0
44.30388116984925,0.8376505087976219,Discharge,3,10.0
45.358735483417085,0.8365823412777373,Discharge,3,10.0
46.41358979698493,0.8353631451765346,Discharge,3,10.0
47.46844411055277,0.8254750042153092,Discharge,3,10.0
48.523298424120604,0.8349855362338523,Discharge,3,10.0
49.57815273768844,0.8337621650708915,Discharge,3,10.0
50.63300705125628,0.8189538381944659,Discharge,3,10.0
51.68786136482412,0.8160234662443716,Discharge,3,10.0
52.74271567839196,0.824406158423469,Discharge,3,10.0
53.797569991959804,0.8349883691477967,Discharge,3,10.0
54.85242430552765,0.8328598558970389,Discharge,3,10.0
55.90727861909548,0.8236856302676405,Discharge,3,10.0
56.96213293266332,0.8134517288003086,Discharge,3,10.0
58.01698724623117,0.8228527398338336,Discharge,3,10.0
59.071841559799,0.8123093887440909,Discharge,3,10.0
60.12669587336684,0.8086760394785221,Discharge,3,10.0
61.18155018693467,0.7978817542150458,Discharge,3,10.0
62.236404500502516,0.8115299635257639,Discharge,3,10.0
63.29125881407036,0.8050820587198917,Discharge,3,10.0
64.34611312763819,0.8084747322073921,Discharge,3,10.0
65.40096744120603,0.7908032068859154,Discharge,3,10.0
66.45582175477386,0.8059548495335914,Discharge,3,10.0
67.51067606834171,0.7868991450897015,Discharge,3,10.0
68.56553038190955,0.8091341352999266,Discharge,3,10.0
69.62038469547738,0.8038075580906199,Discharge,3,10.0
70.67523900904523,0.7968988008601351,Discharge,3,10.0
71.73009332261306,0.8010679467297547,Discharge,3,10.0
72.7849476361809,0.7891649248175445,Discharge,3,10.0
73.83980194974875,0.7947445988056987,Discharge,3,10.0
74.89465626331659,0.7981109649936102,Discharge,3,10.0
75.94951057688442,0.7703645577156757,Discharge,3,10.0
77.00436489045227,0.7867163309442279,Discharge,3,10.0
78.05921920402011,0.7880733661489205,Discharge,3,10.0
79.11407351758795,0.7853942439624196,Discharge,3,10.0
80.16892783115578,0.7950418930700205,Discharge,3,10.0
81.22378214472363,0.7761207534836363,Discharge,3,10.0
82.27863645829147,0.778005132483074,Discharge,3,10.0
83.3334907718593,0.7677624010893696,Discharge,3,10.0
84.38834508542715,0.789370571572896,Discharge,3,10.0
85.44319939899498,0.7760116995114376,Discharge,3,10.0
86.49805371256282,0.7732079682837658,Discharge,3,10.0
87.55290802613067,0.7743042111549315,Discharge,3,10.0
88.6077623396985,0.7774433438472587,Discharge,3,10.0
89.66261665326634,0.7739868314765104,Discharge,3,10.0
90.71747096683417,0.7880005288669084,Discharge,3,10.0
91.77232528040201,0.7716907831058835,Discharge,3,10.0
92.82717959396986,0.7639816804292626,Discharge,3,10.0
93.88203390753769,0.7618256955699887,Discharge,3,10.0
94.93688822110553,0.7614556593746857,Discharge,3,10.0
95.99174253467336,0.7524653552394686,Discharge,3,10.0
97.04659684824121,0.7613594212176957,Discharge,3,10.0
98.10145116180905,0.7648688565847278,Discharge,3,10.0
99.15630547537688,0.753937125386411,Discharge,3,10.0
100.21115978894473,0.751120590620293,Discharge,3,10.0
101.26601410251256,0.7652881454919442,Discharge,3,10.0
102.3208684160804,0.7439285285730732,Discharge,3,10.0
