Capacity_mAh_g,Voltage_V,Process,Cycle,C_Rate
0.0,1.2419468016020663,Discharge,3,2.0
1.793252333065327,1.6881278131085737,Discharge,3,2.0
3.586504666130654,2.124949627574326,Discharge,3,2.0
5.379756999195981,2.119689361935491,Discharge,3,2.0
7.173009332261308,2.112321677371796,Discharge,3,2.0
8.966261665326634,2.1164966553141427,Discharge,3,2.0
10.759513998391961,2.1013347447447623,Discharge,3,2.0
12.552766331457288,2.100258135999125,Discharge,3,2.0
14.346018664522616,2.1025048824142556,Discharge,3,2.0
16.139270997587943,2.088123438778519,Discharge,3,2.0
17.932523330653268,2.0850953404718493,Discharge,3,2.0
19.725775663718597,2.0779575922993647,Discharge,3,2.0
21.519027996783922,2.081997091662719,Discharge,3,2.0
23.31228032984925,2.066810822909026,Discharge,3,2.0
25.105532662914577,2.0722593678181114,Discharge,3,2.0
26.898784995979906,2.0578081341214745,Discharge,3,2.0
28.69203732904523,2.0476458599176843,Discharge,3,2.0
30.485289662110556,2.0530791386227603,Discharge,3,2.0
32.278541995175885,2.0413661531602445,Discharge,3,2.0
34.07179432824121,2.042628772434252,Discharge,3,2.0
35.865046661306536,2.0148366107787505,Discharge,3,2.0
37.65829899437186,2.02839677370991,Discharge,3,2.0
39.451551327437194,2.020212645697211,Discharge,3,2.0
41.24480366050252,2.011084897080584,Discharge,3,2.0
43.038055993567845,2.0095260160228023,Discharge,3,2.0
44.83130832663317,2.0043618230793436,Discharge,3,2.0
46.6245606596985,2.0029096420034085,Discharge,3,2.0
48.41781299276383,1.9889178519658788,Discharge,3,2.0
50.21106532582915,1.9953350162250776,Discharge,3,2.0
52.00431765889448,1.9974456280759094,Discharge,3,2.0
53.79756999195981,1.9850445470311733,Discharge,3,2.0
55.59082232502514,1.9836082881265957,Discharge,3,2.0
57.38407465809046,1.9805240143957779,Discharge,3,2.0
59.17732699115579,1.976463470795784,Discharge,3,2.0
60.97057932422111,1.9757448292324549,Discharge,3,2.0
62.763831657286445,1.9546169005989344,Discharge,3,2.0
64.55708399035177,1.9481014639105443,Discharge,3,2.0
66.3503363234171,1.9532840720890707,Discharge,3,2.0
68.14358865648242,1.7358885704235612,Discharge,3,2.0
69.93684098954776,1.5201657997351496,Discharge,3,2.0
71.73009332261307,1.3122568459531425,Discharge,3,2.0
73.5233456556784,1.0847200776723862,Discharge,3,2.0
75.31659798874372,0.8734687496837739,Discharge,3,2.0
77.10985032180905,0.8624018801115866,Discharge,3,2.0
78.90310265487439,0.8820697075715833,Discharge,3,2.0
80.69635498793971,0.8637625715261528,Discharge,3,2.0
82.48960732100504,0.8624475668052618,Discharge,3,2.0
84.28285965407036,0.8606781398853217,Discharge,3,2.0
86.07611198713569,0.8571443061045817,Discharge,3,2.0
87.86936432020102,0.8550621992388154,Discharge,3,2.0
89.66261665326634,0.8549528877381154,Discharge,3,2.0
91.45586898633167,0.8477222238122933,Discharge,3,2.0
93.249121319397,0.8501598017602319,Discharge,3,2.0
95.04237365246232,0.8672353192568999,Discharge,3,2.0
96.83562598552766,0.8574817495546344,Discharge,3,2.0
98.628878318593,0.8572672056147334,Discharge,3,2.0
