Capacity_mAh_g,Voltage_V,Process,Cycle,C_Rate
0.0,1.268917120815684,Discharge,1,0.5
2.0472361809045228,1.7131478717022117,Discharge,1,0.5
4.0944723618090455,2.1544829712537483,Discharge,1,0.5
6.141708542713567,2.1496110606446286,Discharge,1,0.5
8.188944723618091,2.1280572890724443,Discharge,1,0.5
10.236180904522612,2.135093477416075,Discharge,1,0.5
12.283417085427134,2.1215226685893738,Discharge,1,0.5
14.330653266331657,2.1320563295531887,Discharge,1,0.5
16.377889447236182,2.1262305991143484,Discharge,1,0.5
18.4251256281407,2.109751738265657,Discharge,1,0.5
20.472361809045225,2.1056252637146384,Discharge,1,0.5
22.519597989949748,2.1026753389839143,Discharge,1,0.5
24.566834170854268,2.0854519076239,Discharge,1,0.5
26.614070351758794,2.098053374636798,Discharge,1,0.5
28.661306532663314,2.0888829101956143,Discharge,1,0.5
30.70854271356784,2.092321368434353,Discharge,1,0.5
32.755778894472364,2.0732114799383647,Discharge,1,0.5
34.803015075376884,2.0714497617783105,Discharge,1,0.5
36.8502512562814,2.0603824114757603,Discharge,1,0.5
38.89748743718592,2.0587769466150614,Discharge,1,0.5
40.94472361809045,2.05254193957633,Discharge,1,0.5
42.99195979899497,2.062346274468599,Discharge,1,0.5
45.039195979899496,2.0457852855728222,Discharge,1,0.5
47.086432160804016,2.046360046606268,Discharge,1,0.5
49.133668341708535,2.037896846289122,Discharge,1,0.5
51.180904522613055,2.026820647477548,Discharge,1,0.5
53.22814070351759,2.0292932320881683,Discharge,1,0.5
55.27537688442211,2.0294932741801905,Discharge,1,0.5
57.32261306532663,2.0121654190952425,Discharge,1,0.5
59.36984924623115,2.020872954219143,Discharge,1,0.5
61.41708542713568,2.0045530123886044,Discharge,1,0.5
63.4643216080402,2.002024958605116,Discharge,1,0.5
65.51155778894473,2.0039017803666095,Discharge,1,0.5
67.55879396984925,1.990746027964571,Discharge,1,0.5
69.60603015075377,1.9904940092063796,Discharge,1,0.5
71.65326633165829,1.9830703452723875,Discharge,1,0.5
73.7005025125628,1.981068767389278,Discharge,1,0.5
75.74773869346733,1.9589525986552054,Discharge,1,0.5
77.79497487437185,1.745820264994082,Discharge,1,0.5
79.84221105527638,1.546291514167392,Discharge,1,0.5
81.8894472361809,1.333682129727661,Discharge,1,0.5
83.93668341708542,1.1056468025539277,Discharge,1,0.5
85.98391959798994,0.8961142923700703,Discharge,1,0.5
88.03115577889446,0.8982750278388469,Discharge,1,0.5
90.07839195979899,0.899480821554894,Discharge,1,0.5
92.12562814070351,0.879447010091019,Discharge,1,0.5
94.17286432160803,0.8857127532738591,Discharge,1,0.5
96.22010050251255,0.8879736697248685,Discharge,1,0.5
98.26733668341707,0.8935182326624931,Discharge,1,0.5
100.3145728643216,0.9042346289745236,Discharge,1,0.5
102.36180904522611,0.884163087155431,Discharge,1,0.5
104.40904522613064,0.8746280606596647,Discharge,1,0.5
106.45628140703518,0.8854394767524592,Discharge,1,0.5
108.50351758793968,0.8901874549572308,Discharge,1,0.5
110.55075376884422,0.8804208585684253,Discharge,1,0.5
112.59798994974875,0.8720045944434107,Discharge,1,0.5
114.64522613065326,0.883193202254489,Discharge,1,0.5
116.69246231155779,0.8796807983370188,Discharge,1,0.5
118.7396984924623,0.866668779996672,Discharge,1,0.5
120.78693467336683,0.8747447989190706,Discharge,1,0.5
122.83417085427136,0.8774304476817809,Discharge,1,0.5
124.88140703517587,0.877179997726191,Discharge,1,0.5
126.9286432160804,0.8671726570368031,Discharge,1,0.5
128.9758793969849,0.8636794395642751,Discharge,1,0.5
131.02311557788946,0.8729663978214376,Discharge,1,0.5
133.07035175879398,0.8548626380376961,Discharge,1,0.5
135.1175879396985,0.8645811881726688,Discharge,1,0.5
137.16482412060301,0.8507590518121281,Discharge,1,0.5
139.21206030150753,0.8658339044667226,Discharge,1,0.5
141.25929648241205,0.8553153334587666,Discharge,1,0.5
143.30653266331657,0.8642024429419201,Discharge,1,0.5
