Capacity_mAh_g,Voltage_V,Process,Cycle,C_Rate
0.0,1.3149013600507446,Discharge,2,0.1
2.1101306532663315,1.7499917829474505,Discharge,2,0.1
4.220261306532663,2.1900090338023115,Discharge,2,0.1
6.330391959798995,2.1687899615490522,Discharge,2,0.1
8.440522613065326,2.1668613192473463,Discharge,2,0.1
10.55065326633166,2.149493926964401,Discharge,2,0.1
12.66078391959799,2.1648562632862043,Discharge,2,0.1
14.77091457286432,2.14181957289022,Discharge,2,0.1
16.881045226130652,2.146223823876056,Discharge,2,0.1
18.991175879396984,2.1322492984808497,Discharge,2,0.1
21.10130653266332,2.1306868242529147,Discharge,2,0.1
23.21143718592965,2.123970024760095,Discharge,2,0.1
25.32156783919598,2.1205071179243946,Discharge,2,0.1
27.431698492462314,2.1159502248361193,Discharge,2,0.1
29.54182914572864,2.1108628106483054,Discharge,2,0.1
31.651959798994977,2.115246954547241,Discharge,2,0.1
33.762090452261305,2.097021930638758,Discharge,2,0.1
35.872221105527636,2.101023340264563,Discharge,2,0.1
37.98235175879397,2.1027910300838757,Discharge,2,0.1
40.0924824120603,2.0859760398499563,Discharge,2,0.1
42.20261306532664,2.079556671565622,Discharge,2,0.1
44.31274371859296,2.0778508967091733,Discharge,2,0.1
46.4228743718593,2.0824301390515787,Discharge,2,0.1
48.533005025125625,2.070692561724089,Discharge,2,0.1
50.64313567839196,2.0607277023661448,Discharge,2,0.1
52.75326633165829,2.062615753917761,Discharge,2,0.1
54.86339698492463,2.046788181470543,Discharge,2,0.1
56.97352763819096,2.053910440276822,Discharge,2,0.1
59.08365829145728,2.047027762562803,Discharge,2,0.1
61.193788944723615,2.0371235576422975,Discharge,2,0.1
63.30391959798995,2.0284836251617473,Discharge,2,0.1
65.41405025125628,2.0231309524168295,Discharge,2,0.1
67.52418090452261,2.027786801053431,Discharge,2,0.1
69.63431155778895,2.0274892054846263,Discharge,2,0.1
71.74444221105527,2.009753907047977,Discharge,2,0.1
73.85457286432161,2.0121909008517074,Discharge,2,0.1
75.96470351758794,1.9898304850902877,Discharge,2,0.1
78.07483417085427,1.9950373703446143,Discharge,2,0.1
80.1849648241206,1.781922906053467,Discharge,2,0.1
82.29509547738694,1.55975821578408,Discharge,2,0.1
84.40522613065328,1.3440981537299224,Discharge,2,0.1
86.5153567839196,1.1311544219838616,Discharge,2,0.1
88.62548743718592,0.9236218671780725,Discharge,2,0.1
90.73561809045226,0.9188485937341886,Discharge,2,0.1
92.8457487437186,0.9033735879594513,Discharge,2,0.1
94.95587939698493,0.9026664841516412,Discharge,2,0.1
97.06601005025125,0.9114687708635624,Discharge,2,0.1
99.17614070351759,0.9172112583983961,Discharge,2,0.1
101.28627135678391,0.8938750793118991,Discharge,2,0.1
103.39640201005025,0.9076757902040923,Discharge,2,0.1
105.50653266331658,0.905987656458199,Discharge,2,0.1
107.61666331658292,0.9175192161762483,Discharge,2,0.1
109.72679396984925,0.9039343871876286,Discharge,2,0.1
111.83692462311558,0.9076573115911221,Discharge,2,0.1
113.94705527638192,0.9045034829186055,Discharge,2,0.1
116.05718592964826,0.887523913615126,Discharge,2,0.1
118.16731658291457,0.9057581894563013,Discharge,2,0.1
120.2774472361809,0.9004857887188368,Discharge,2,0.1
122.38757788944723,0.9009728279333317,Discharge,2,0.1
124.49770854271357,0.9227430328464953,Discharge,2,0.1
126.6078391959799,0.880302592446321,Discharge,2,0.1
128.71796984924623,0.9047345783479253,Discharge,2,0.1
130.82810050251257,0.8895235304368354,Discharge,2,0.1
132.93823115577888,0.8919304511257016,Discharge,2,0.1
135.04836180904522,0.8881561314802832,Discharge,2,0.1
137.15849246231156,0.8840693305897613,Discharge,2,0.1
139.2686231155779,0.8815702215932781,Discharge,2,0.1
141.37875376884423,0.8861875619690321,Discharge,2,0.1
