Capacity_mAh_g,Voltage_V,Process,Cycle,C_Rate
0.0,1.299002979816835,Discharge,5,0.2
2.0930483418626205,1.7185706306657613,Discharge,5,0.2
4.186096683725241,2.1716796557858995,Discharge,5,0.2
6.279145025587861,2.1666346021051073,Discharge,5,0.2
8.372193367450482,2.1625409719829145,Discharge,5,0.2
10.465241709313103,2.159316437397228,Discharge,5,0.2
12.558290051175723,2.1609894007375634,Discharge,5,0.2
14.651338393038344,2.138542989769334,Discharge,5,0.2
16.744386734900964,2.136689139699271,Discharge,5,0.2
18.837435076763587,2.1280817658649895,Discharge,5,0.2
20.930483418626206,2.125906143746438,Discharge,5,0.2
23.02353176048883,2.1313067726494954,Discharge,5,0.2
25.116580102351445,2.1066825742098367,Discharge,5,0.2
27.20962844421407,2.1049533593720984,Discharge,5,0.2
29.302676786076688,2.115171094867723,Discharge,5,0.2
31.39572512793931,2.1077137341872745,Discharge,5,0.2
33.48877346980193,2.093268917846172,Discharge,5,0.2
35.58182181166455,2.096535474155155,Discharge,5,0.2
37.67487015352717,2.0880154336972754,Discharge,5,0.2
39.76791849538979,2.0908837627219943,Discharge,5,0.2
41.86096683725241,2.0761488520354066,Discharge,5,0.2
43.95401517911503,2.077601087778603,Discharge,5,0.2
46.04706352097766,2.083583877361567,Discharge,5,0.2
48.14011186284027,2.0646392395260333,Discharge,5,0.2
50.23316020470289,2.055876858252506,Discharge,5,0.2
52.32620854656551,2.055435825364659,Discharge,5,0.2
54.41925688842814,2.043003024944853,Discharge,5,0.2
56.51230523029076,2.0567281502218493,Discharge,5,0.2
58.605353572153376,2.0366667445281195,Discharge,5,0.2
60.698401914015996,2.028556555864244,Discharge,5,0.2
62.79145025587862,2.019698935623303,Discharge,5,0.2
64.88449859774124,2.027837362640228,Discharge,5,0.2
66.97754693960385,2.021245661303912,Discharge,5,0.2
69.07059528146648,2.0069276947887764,Discharge,5,0.2
71.1636436233291,2.009215431091693,Discharge,5,0.2
73.25669196519172,1.98999092994072,Discharge,5,0.2
75.34974030705435,1.9964991064704192,Discharge,5,0.2
77.44278864891696,1.9932976630821573,Discharge,5,0.2
79.53583699077959,1.7849571724627975,Discharge,5,0.2
