Capacity_mAh_g,Voltage_V,Process,Cycle,C_Rate
0.0,1.305454038308718,Discharge,5,0.1
2.108864828073169,1.7374097551436793,Discharge,5,0.1
4.217729656146338,2.1747463750686875,Discharge,5,0.1
6.326594484219508,2.165181536009961,Discharge,5,0.1
8.435459312292677,2.166242487960541,Discharge,5,0.1
10.544324140365848,2.1650388108706524,Discharge,5,0.1
12.653188968439016,2.143792908201626,Discharge,5,0.1
14.762053796512186,2.1518133419651524,Discharge,5,0.1
16.870918624585354,2.151097751292562,Discharge,5,0.1
18.979783452658527,2.13689536981848,Discharge,5,0.1
21.088648280731697,2.1394692966284232,Discharge,5,0.1
23.197513108804866,2.1488410459339073,Discharge,5,0.1
25.306377936878032,2.1239363763364723,Discharge,5,0.1
27.415242764951206,2.122300446082729,Discharge,5,0.1
29.52410759302437,2.1095702761496864,Discharge,5,0.1
31.632972421097545,2.1108060090343255,Discharge,5,0.1
33.74183724917071,2.10768112485864,Discharge,5,0.1
35.85070207724388,2.1008483191585694,Discharge,5,0.1
37.959566905317054,2.087551704094237,Discharge,5,0.1
40.06843173339022,2.090876519856002,Discharge,5,0.1
42.17729656146339,2.09440412947147,Discharge,5,0.1
44.28616138953656,2.0824762518331448,Discharge,5,0.1
46.39502621760973,2.0809472556583737,Discharge,5,0.1
48.5038910456829,2.067756464028126,Discharge,5,0.1
50.612755873756065,2.069452607063603,Discharge,5,0.1
52.72162070182923,2.061222285694573,Discharge,5,0.1
54.83048552990241,2.0478191497631366,Discharge,5,0.1
56.93935035797558,2.0514393642736866,Discharge,5,0.1
59.04821518604874,2.0374911299111993,Discharge,5,0.1
61.15708001412191,2.0349096880528323,Discharge,5,0.1
63.26594484219509,2.0354841332127567,Discharge,5,0.1
65.37480967026825,2.031193958671688,Discharge,5,0.1
67.48367449834141,2.016045329224402,Discharge,5,0.1
69.5925393264146,2.0262974210557982,Discharge,5,0.1
71.70140415448776,2.017989821433474,Discharge,5,0.1
73.81026898256093,2.0042696194425975,Discharge,5,0.1
75.91913381063411,1.9935724073756895,Discharge,5,0.1
78.02799863870727,1.9980319935729103,Discharge,5,0.1
80.13686346678044,1.7790973740042946,Discharge,5,0.1
